Datetime,C,T,Time,Date
12/13/2004 04:00:00,-200,6.3,04:00:00,2004-12-13
12/13/2004 05:00:00,0.7,6.4,05:00:00,2004-12-13
12/13/2004 06:00:00,0.9,6.4,06:00:00,2004-12-13
12/13/2004 07:00:00,1.5,5.6,07:00:00,2004-12-13
12/13/2004 08:00:00,3.4,6.4,08:00:00,2004-12-13
12/13/2004 09:00:00,3.4,7.3,09:00:00,2004-12-13
12/13/2004 10:00:00,3.2,9.6,10:00:00,2004-12-13
12/13/2004 11:00:00,4.8,12,11:00:00,2004-12-13
12/13/2004 12:00:00,3.5,12.7,12:00:00,2004-12-13
12/13/2004 13:00:00,4.1,13.9,13:00:00,2004-12-13
12/13/2004 14:00:00,4.8,15,14:00:00,2004-12-13
12/13/2004 15:00:00,4.4,16,15:00:00,2004-12-13
12/13/2004 16:00:00,4.5,16,16:00:00,2004-12-13
12/13/2004 17:00:00,5.9,14.1,17:00:00,2004-12-13
12/13/2004 18:00:00,9.9,12.6,18:00:00,2004-12-13
12/13/2004 19:00:00,6.9,11.7,19:00:00,2004-12-13
12/13/2004 20:00:00,4.3,11.5,20:00:00,2004-12-13
12/13/2004 21:00:00,2.9,10.6,21:00:00,2004-12-13
12/13/2004 22:00:00,2,10.1,22:00:00,2004-12-13
12/13/2004 23:00:00,1.7,9,23:00:00,2004-12-13
12/14/2004 00:00:00,1.9,8.6,00:00:00,2004-12-14
12/14/2004 01:00:00,2,7.6,01:00:00,2004-12-14
12/14/2004 02:00:00,1.9,6.9,02:00:00,2004-12-14
12/14/2004 03:00:00,1,8,03:00:00,2004-12-14
12/14/2004 04:00:00,0.8,6.8,04:00:00,2004-12-14
12/14/2004 05:00:00,0.7,6.6,05:00:00,2004-12-14
12/14/2004 06:00:00,1.1,6,06:00:00,2004-12-14
12/14/2004 07:00:00,1.7,6,07:00:00,2004-12-14
12/14/2004 08:00:00,3.1,6.9,08:00:00,2004-12-14
12/14/2004 09:00:00,4.4,7.6,09:00:00,2004-12-14
12/14/2004 10:00:00,5.6,9.3,10:00:00,2004-12-14
12/14/2004 11:00:00,4.4,11.7,11:00:00,2004-12-14
12/14/2004 12:00:00,4.4,12.9,12:00:00,2004-12-14
12/14/2004 13:00:00,4.7,14,13:00:00,2004-12-14
12/14/2004 14:00:00,4.2,15.1,14:00:00,2004-12-14
12/14/2004 15:00:00,3.3,16.7,15:00:00,2004-12-14
12/14/2004 16:00:00,5.1,16.8,16:00:00,2004-12-14
12/14/2004 17:00:00,7.4,-200,17:00:00,2004-12-14
12/14/2004 18:00:00,9.3,-200,18:00:00,2004-12-14
12/14/2004 19:00:00,7.4,-200,19:00:00,2004-12-14
12/14/2004 20:00:00,5.3,-200,20:00:00,2004-12-14
12/14/2004 21:00:00,4.1,-200,21:00:00,2004-12-14
12/14/2004 22:00:00,2.5,-200,22:00:00,2004-12-14
12/14/2004 23:00:00,2.1,-200,23:00:00,2004-12-14
12/15/2004 00:00:00,2.9,-200,00:00:00,2004-12-15
12/15/2004 01:00:00,2.3,-200,01:00:00,2004-12-15
12/15/2004 02:00:00,1.7,-200,02:00:00,2004-12-15
12/15/2004 03:00:00,0.9,-200,03:00:00,2004-12-15
12/15/2004 04:00:00,0.7,-200,04:00:00,2004-12-15
12/15/2004 05:00:00,0.8,-200,05:00:00,2004-12-15
12/15/2004 06:00:00,1,-200,06:00:00,2004-12-15
12/15/2004 07:00:00,1.2,-200,07:00:00,2004-12-15
12/15/2004 08:00:00,3.5,-200,08:00:00,2004-12-15
12/15/2004 09:00:00,4.5,-200,09:00:00,2004-12-15
12/15/2004 10:00:00,4.9,-200,10:00:00,2004-12-15
12/15/2004 11:00:00,3.5,-200,11:00:00,2004-12-15
12/15/2004 12:00:00,3.4,-200,12:00:00,2004-12-15
12/15/2004 13:00:00,4,-200,13:00:00,2004-12-15
12/15/2004 14:00:00,4.3,-200,14:00:00,2004-12-15
12/15/2004 15:00:00,4,-200,15:00:00,2004-12-15
12/15/2004 16:00:00,4.7,-200,16:00:00,2004-12-15
12/15/2004 17:00:00,6.6,-200,17:00:00,2004-12-15
12/15/2004 18:00:00,7.3,-200,18:00:00,2004-12-15
12/15/2004 19:00:00,3.6,-200,19:00:00,2004-12-15
12/15/2004 20:00:00,2.4,-200,20:00:00,2004-12-15
12/15/2004 21:00:00,2.1,-200,21:00:00,2004-12-15
12/15/2004 22:00:00,2.1,-200,22:00:00,2004-12-15
12/15/2004 23:00:00,1.7,-200,23:00:00,2004-12-15
12/16/2004 00:00:00,2.2,-200,00:00:00,2004-12-16
12/16/2004 01:00:00,2,-200,01:00:00,2004-12-16
12/16/2004 02:00:00,1.6,-200,02:00:00,2004-12-16
12/16/2004 03:00:00,1.7,-200,03:00:00,2004-12-16
12/16/2004 04:00:00,-200,-200,04:00:00,2004-12-16
12/16/2004 05:00:00,1,-200,05:00:00,2004-12-16
12/16/2004 06:00:00,1,-200,06:00:00,2004-12-16
12/16/2004 07:00:00,1.6,-200,07:00:00,2004-12-16
12/16/2004 08:00:00,3.5,-200,08:00:00,2004-12-16
12/16/2004 09:00:00,5.3,-200,09:00:00,2004-12-16
12/16/2004 10:00:00,4.6,-200,10:00:00,2004-12-16
12/16/2004 11:00:00,4.5,-200,11:00:00,2004-12-16
12/16/2004 12:00:00,4.2,-200,12:00:00,2004-12-16
12/16/2004 13:00:00,4.1,-200,13:00:00,2004-12-16
12/16/2004 14:00:00,5.5,-200,14:00:00,2004-12-16
12/16/2004 15:00:00,4.8,-200,15:00:00,2004-12-16
12/16/2004 16:00:00,5.5,-200,16:00:00,2004-12-16
12/16/2004 17:00:00,5.2,-200,17:00:00,2004-12-16
12/16/2004 18:00:00,7.5,-200,18:00:00,2004-12-16
12/16/2004 19:00:00,8.6,-200,19:00:00,2004-12-16
12/16/2004 20:00:00,9.1,-200,20:00:00,2004-12-16
12/16/2004 21:00:00,8.6,-200,21:00:00,2004-12-16
12/16/2004 22:00:00,5.4,-200,22:00:00,2004-12-16
12/16/2004 23:00:00,4.3,-200,23:00:00,2004-12-16
12/17/2004 00:00:00,4.2,-200,00:00:00,2004-12-17
12/17/2004 01:00:00,4.3,-200,01:00:00,2004-12-17
12/17/2004 02:00:00,4.2,-200,02:00:00,2004-12-17
12/17/2004 03:00:00,2.8,-200,03:00:00,2004-12-17
12/17/2004 04:00:00,2.2,-200,04:00:00,2004-12-17
12/17/2004 05:00:00,1.8,-200,05:00:00,2004-12-17
12/17/2004 06:00:00,2,-200,06:00:00,2004-12-17
12/17/2004 07:00:00,2.5,-200,07:00:00,2004-12-17
12/17/2004 08:00:00,4.1,-200,08:00:00,2004-12-17
12/17/2004 09:00:00,6.3,-200,09:00:00,2004-12-17
12/17/2004 10:00:00,5,-200,10:00:00,2004-12-17
12/17/2004 11:00:00,5.1,-200,11:00:00,2004-12-17
12/17/2004 12:00:00,3.6,-200,12:00:00,2004-12-17
12/17/2004 13:00:00,3.5,-200,13:00:00,2004-12-17
12/17/2004 14:00:00,3.7,-200,14:00:00,2004-12-17
12/17/2004 15:00:00,3.1,-200,15:00:00,2004-12-17
12/17/2004 16:00:00,3.2,-200,16:00:00,2004-12-17
12/17/2004 17:00:00,3.8,-200,17:00:00,2004-12-17
12/17/2004 18:00:00,3.2,-200,18:00:00,2004-12-17
12/17/2004 19:00:00,3.2,-200,19:00:00,2004-12-17
12/17/2004 20:00:00,3.3,13.3,20:00:00,2004-12-17
12/17/2004 21:00:00,3.1,13.2,21:00:00,2004-12-17
12/17/2004 22:00:00,2.4,12.6,22:00:00,2004-12-17
12/17/2004 23:00:00,1.4,12.6,23:00:00,2004-12-17
12/18/2004 00:00:00,2.1,12.9,00:00:00,2004-12-18
12/18/2004 01:00:00,1.4,13.1,01:00:00,2004-12-18
12/18/2004 02:00:00,1.4,12.4,02:00:00,2004-12-18
12/18/2004 03:00:00,1.3,12.2,03:00:00,2004-12-18
12/18/2004 04:00:00,1,11.8,04:00:00,2004-12-18
12/18/2004 05:00:00,1.3,10.8,05:00:00,2004-12-18
12/18/2004 06:00:00,1,10.4,06:00:00,2004-12-18
12/18/2004 07:00:00,1.1,10,07:00:00,2004-12-18
12/18/2004 08:00:00,2.1,9.4,08:00:00,2004-12-18
12/18/2004 09:00:00,3.2,9.3,09:00:00,2004-12-18
12/18/2004 10:00:00,3.3,12.6,10:00:00,2004-12-18
12/18/2004 11:00:00,2.3,16.1,11:00:00,2004-12-18
12/18/2004 12:00:00,1,16.6,12:00:00,2004-12-18
12/18/2004 13:00:00,0.8,15.9,13:00:00,2004-12-18
12/18/2004 14:00:00,0.8,14.3,14:00:00,2004-12-18
12/18/2004 15:00:00,0.6,15,15:00:00,2004-12-18
12/18/2004 16:00:00,0.9,14.9,16:00:00,2004-12-18
12/18/2004 17:00:00,0.8,13.2,17:00:00,2004-12-18
12/18/2004 18:00:00,1.2,12.4,18:00:00,2004-12-18
12/18/2004 19:00:00,2.1,11.9,19:00:00,2004-12-18
12/18/2004 20:00:00,3.9,11.1,20:00:00,2004-12-18
12/18/2004 21:00:00,4.4,10.1,21:00:00,2004-12-18
12/18/2004 22:00:00,2,10.2,22:00:00,2004-12-18
12/18/2004 23:00:00,2.3,9.4,23:00:00,2004-12-18
12/19/2004 00:00:00,3.6,7.9,00:00:00,2004-12-19
12/19/2004 01:00:00,3.9,7.6,01:00:00,2004-12-19
12/19/2004 02:00:00,1.6,6.4,02:00:00,2004-12-19
12/19/2004 03:00:00,1,6.3,03:00:00,2004-12-19
12/19/2004 04:00:00,-200,5.1,04:00:00,2004-12-19
12/19/2004 05:00:00,1,3.3,05:00:00,2004-12-19
12/19/2004 06:00:00,0.8,4.8,06:00:00,2004-12-19
12/19/2004 07:00:00,0.7,2.2,07:00:00,2004-12-19
12/19/2004 08:00:00,1,2.5,08:00:00,2004-12-19
12/19/2004 09:00:00,1,3.2,09:00:00,2004-12-19
12/19/2004 10:00:00,1.5,5,10:00:00,2004-12-19
12/19/2004 11:00:00,2.5,5.8,11:00:00,2004-12-19
12/19/2004 12:00:00,2.6,6,12:00:00,2004-12-19
12/19/2004 13:00:00,3.2,7.4,13:00:00,2004-12-19
12/19/2004 14:00:00,3,5.2,14:00:00,2004-12-19
12/19/2004 15:00:00,3.4,4.8,15:00:00,2004-12-19
12/19/2004 16:00:00,3.3,4.7,16:00:00,2004-12-19
12/19/2004 17:00:00,3.6,4.7,17:00:00,2004-12-19
12/19/2004 18:00:00,5.5,4.7,18:00:00,2004-12-19
12/19/2004 19:00:00,4.5,5.2,19:00:00,2004-12-19
12/19/2004 20:00:00,4.7,5.5,20:00:00,2004-12-19
12/19/2004 21:00:00,4.3,5.8,21:00:00,2004-12-19
12/19/2004 22:00:00,3.2,6.2,22:00:00,2004-12-19
12/19/2004 23:00:00,2.9,6.6,23:00:00,2004-12-19
12/20/2004 00:00:00,3.1,6.8,00:00:00,2004-12-20
12/20/2004 01:00:00,2.8,8.2,01:00:00,2004-12-20
12/20/2004 02:00:00,1.2,9.7,02:00:00,2004-12-20
12/20/2004 03:00:00,0.9,9.5,03:00:00,2004-12-20
12/20/2004 04:00:00,0.8,9.3,04:00:00,2004-12-20
12/20/2004 05:00:00,0.6,8.8,05:00:00,2004-12-20
12/20/2004 06:00:00,0.6,8.6,06:00:00,2004-12-20
12/20/2004 07:00:00,1,9.2,07:00:00,2004-12-20
12/20/2004 08:00:00,3.2,8.4,08:00:00,2004-12-20
12/20/2004 09:00:00,3.6,8.5,09:00:00,2004-12-20
12/20/2004 10:00:00,2.9,8.9,10:00:00,2004-12-20
12/20/2004 11:00:00,2.4,9.2,11:00:00,2004-12-20
12/20/2004 12:00:00,2.5,9.6,12:00:00,2004-12-20
12/20/2004 13:00:00,2.6,9.6,13:00:00,2004-12-20
12/20/2004 14:00:00,2.3,9.7,14:00:00,2004-12-20
12/20/2004 15:00:00,2.2,9.4,15:00:00,2004-12-20
12/20/2004 16:00:00,2.3,9.8,16:00:00,2004-12-20
12/20/2004 17:00:00,2.9,8.9,17:00:00,2004-12-20
12/20/2004 18:00:00,4.1,8.4,18:00:00,2004-12-20
12/20/2004 19:00:00,4.1,8,19:00:00,2004-12-20
12/20/2004 20:00:00,4,7.9,20:00:00,2004-12-20
12/20/2004 21:00:00,3.7,7.8,21:00:00,2004-12-20
12/20/2004 22:00:00,1.7,7.3,22:00:00,2004-12-20
12/20/2004 23:00:00,1.1,7.4,23:00:00,2004-12-20
12/21/2004 00:00:00,1.1,7.1,00:00:00,2004-12-21
12/21/2004 01:00:00,1.5,6.4,01:00:00,2004-12-21
12/21/2004 02:00:00,0.5,5.6,02:00:00,2004-12-21
12/21/2004 03:00:00,0.3,5.6,03:00:00,2004-12-21
12/21/2004 04:00:00,0.2,5.3,04:00:00,2004-12-21
12/21/2004 05:00:00,0.3,4.7,05:00:00,2004-12-21
12/21/2004 06:00:00,0.6,4.3,06:00:00,2004-12-21
12/21/2004 07:00:00,0.7,4.9,07:00:00,2004-12-21
12/21/2004 08:00:00,2.6,5.1,08:00:00,2004-12-21
12/21/2004 09:00:00,5.5,6.5,09:00:00,2004-12-21
12/21/2004 10:00:00,2.6,7.4,10:00:00,2004-12-21
12/21/2004 11:00:00,1.5,7.9,11:00:00,2004-12-21
12/21/2004 12:00:00,1.7,7.8,12:00:00,2004-12-21
12/21/2004 13:00:00,2.2,8.7,13:00:00,2004-12-21
12/21/2004 14:00:00,2.1,8.5,14:00:00,2004-12-21
12/21/2004 15:00:00,2.2,8.9,15:00:00,2004-12-21
12/21/2004 16:00:00,2.3,8.8,16:00:00,2004-12-21
12/21/2004 17:00:00,2.5,7.9,17:00:00,2004-12-21
12/21/2004 18:00:00,3.1,7.6,18:00:00,2004-12-21
12/21/2004 19:00:00,3.6,6.9,19:00:00,2004-12-21
12/21/2004 20:00:00,3.9,6.5,20:00:00,2004-12-21
12/21/2004 21:00:00,4,6.3,21:00:00,2004-12-21
12/21/2004 22:00:00,2.3,5.9,22:00:00,2004-12-21
12/21/2004 23:00:00,1.5,5.8,23:00:00,2004-12-21
12/22/2004 00:00:00,1.5,5.8,00:00:00,2004-12-22
12/22/2004 01:00:00,2.2,5.6,01:00:00,2004-12-22
12/22/2004 02:00:00,1.3,5.3,02:00:00,2004-12-22
12/22/2004 03:00:00,0.9,5.1,03:00:00,2004-12-22
12/22/2004 04:00:00,-200,5.1,04:00:00,2004-12-22
12/22/2004 05:00:00,0.5,5.2,05:00:00,2004-12-22
12/22/2004 06:00:00,0.5,4.7,06:00:00,2004-12-22
12/22/2004 07:00:00,0.9,4.5,07:00:00,2004-12-22
12/22/2004 08:00:00,2,4.5,08:00:00,2004-12-22
12/22/2004 09:00:00,3.2,4.8,09:00:00,2004-12-22
12/22/2004 10:00:00,2.3,7.8,10:00:00,2004-12-22
12/22/2004 11:00:00,1.8,9.3,11:00:00,2004-12-22
12/22/2004 12:00:00,2.1,10,12:00:00,2004-12-22
12/22/2004 13:00:00,1.9,10.3,13:00:00,2004-12-22
12/22/2004 14:00:00,2.4,9.8,14:00:00,2004-12-22
12/22/2004 15:00:00,2.1,9.8,15:00:00,2004-12-22
12/22/2004 16:00:00,2.8,9.6,16:00:00,2004-12-22
12/22/2004 17:00:00,3.3,8.1,17:00:00,2004-12-22
12/22/2004 18:00:00,2.9,6.8,18:00:00,2004-12-22
12/22/2004 19:00:00,3.9,6.4,19:00:00,2004-12-22
12/22/2004 20:00:00,4.1,5.9,20:00:00,2004-12-22
12/22/2004 21:00:00,3.3,5.1,21:00:00,2004-12-22
12/22/2004 22:00:00,3.3,4.8,22:00:00,2004-12-22
12/22/2004 23:00:00,1.9,4.5,23:00:00,2004-12-22
12/23/2004 00:00:00,2,5.2,00:00:00,2004-12-23
12/23/2004 01:00:00,1.9,4.3,01:00:00,2004-12-23
12/23/2004 02:00:00,2.1,3,02:00:00,2004-12-23
12/23/2004 03:00:00,1.7,2.3,03:00:00,2004-12-23
12/23/2004 04:00:00,1.3,1.5,04:00:00,2004-12-23
12/23/2004 05:00:00,1.1,4,05:00:00,2004-12-23
12/23/2004 06:00:00,1.2,2.8,06:00:00,2004-12-23
12/23/2004 07:00:00,1.8,1.2,07:00:00,2004-12-23
12/23/2004 08:00:00,3.6,1.4,08:00:00,2004-12-23
12/23/2004 09:00:00,3.7,2.2,09:00:00,2004-12-23
12/23/2004 10:00:00,3.4,4.3,10:00:00,2004-12-23
12/23/2004 11:00:00,4,6.6,11:00:00,2004-12-23
12/23/2004 12:00:00,3.8,8,12:00:00,2004-12-23
12/23/2004 13:00:00,4.1,9.1,13:00:00,2004-12-23
12/23/2004 14:00:00,4.9,10,14:00:00,2004-12-23
12/23/2004 15:00:00,3.3,11,15:00:00,2004-12-23
12/23/2004 16:00:00,4.3,11.3,16:00:00,2004-12-23
12/23/2004 17:00:00,6.6,9.4,17:00:00,2004-12-23
12/23/2004 18:00:00,8.5,8,18:00:00,2004-12-23
12/23/2004 19:00:00,8.7,7.1,19:00:00,2004-12-23
12/23/2004 20:00:00,9.1,6.2,20:00:00,2004-12-23
12/23/2004 21:00:00,7.2,6.3,21:00:00,2004-12-23
12/23/2004 22:00:00,5,6.2,22:00:00,2004-12-23
12/23/2004 23:00:00,4.2,6.1,23:00:00,2004-12-23
12/24/2004 00:00:00,4.6,6,00:00:00,2004-12-24
12/24/2004 01:00:00,3.9,5.1,01:00:00,2004-12-24
12/24/2004 02:00:00,3.4,5.1,02:00:00,2004-12-24
12/24/2004 03:00:00,3,4.7,03:00:00,2004-12-24
12/24/2004 04:00:00,2.4,4.2,04:00:00,2004-12-24
12/24/2004 05:00:00,2.5,4.3,05:00:00,2004-12-24
12/24/2004 06:00:00,3.5,4.8,06:00:00,2004-12-24
12/24/2004 07:00:00,3.9,5.3,07:00:00,2004-12-24
12/24/2004 08:00:00,4.8,5.7,08:00:00,2004-12-24
12/24/2004 09:00:00,6.1,6.1,09:00:00,2004-12-24
12/24/2004 10:00:00,6.6,6.7,10:00:00,2004-12-24
12/24/2004 11:00:00,6.5,7.2,11:00:00,2004-12-24
12/24/2004 12:00:00,6,8,12:00:00,2004-12-24
12/24/2004 13:00:00,6.9,9.8,13:00:00,2004-12-24
12/24/2004 14:00:00,7.9,10.5,14:00:00,2004-12-24
12/24/2004 15:00:00,6.1,10.8,15:00:00,2004-12-24
12/24/2004 16:00:00,6.7,10.6,16:00:00,2004-12-24
12/24/2004 17:00:00,6.8,10.4,17:00:00,2004-12-24
12/24/2004 18:00:00,6.7,10.2,18:00:00,2004-12-24
12/24/2004 19:00:00,6.4,-200,19:00:00,2004-12-24
12/24/2004 20:00:00,6.8,-200,20:00:00,2004-12-24
12/24/2004 21:00:00,5.6,-200,21:00:00,2004-12-24
12/24/2004 22:00:00,5.4,-200,22:00:00,2004-12-24
12/24/2004 23:00:00,5.2,-200,23:00:00,2004-12-24
12/25/2004 00:00:00,5.9,9.4,00:00:00,2004-12-25
12/25/2004 01:00:00,5.6,9.6,01:00:00,2004-12-25
12/25/2004 02:00:00,5.5,9.5,02:00:00,2004-12-25
12/25/2004 03:00:00,5.2,9.2,03:00:00,2004-12-25
12/25/2004 04:00:00,-200,9.1,04:00:00,2004-12-25
12/25/2004 05:00:00,2.2,9,05:00:00,2004-12-25
12/25/2004 06:00:00,2,8.9,06:00:00,2004-12-25
12/25/2004 07:00:00,2.2,8.9,07:00:00,2004-12-25
12/25/2004 08:00:00,2,9.1,08:00:00,2004-12-25
12/25/2004 09:00:00,2.5,9,09:00:00,2004-12-25
12/25/2004 10:00:00,3,9.8,10:00:00,2004-12-25
12/25/2004 11:00:00,2.8,10.2,11:00:00,2004-12-25
12/25/2004 12:00:00,3.4,10.7,12:00:00,2004-12-25
12/25/2004 13:00:00,5.5,11.4,13:00:00,2004-12-25
12/25/2004 14:00:00,4,12.2,14:00:00,2004-12-25
12/25/2004 15:00:00,2.4,12.1,15:00:00,2004-12-25
12/25/2004 16:00:00,3.1,11.7,16:00:00,2004-12-25
12/25/2004 17:00:00,4,11.4,17:00:00,2004-12-25
12/25/2004 18:00:00,4.6,11.2,18:00:00,2004-12-25
12/25/2004 19:00:00,4.8,10.9,19:00:00,2004-12-25
12/25/2004 20:00:00,6.2,11.3,20:00:00,2004-12-25
12/25/2004 21:00:00,4.6,10.3,21:00:00,2004-12-25
12/25/2004 22:00:00,4.5,10.4,22:00:00,2004-12-25
12/25/2004 23:00:00,4.2,11,23:00:00,2004-12-25
12/26/2004 00:00:00,2.6,11.7,00:00:00,2004-12-26
12/26/2004 01:00:00,1.6,11.6,01:00:00,2004-12-26
12/26/2004 02:00:00,1.3,11.3,02:00:00,2004-12-26
12/26/2004 03:00:00,0.6,11.7,03:00:00,2004-12-26
12/26/2004 04:00:00,0.5,10.8,04:00:00,2004-12-26
12/26/2004 05:00:00,0.4,10.7,05:00:00,2004-12-26
12/26/2004 06:00:00,0.3,10.9,06:00:00,2004-12-26
12/26/2004 07:00:00,0.4,10.7,07:00:00,2004-12-26
12/26/2004 08:00:00,0.6,10.5,08:00:00,2004-12-26
12/26/2004 09:00:00,0.9,10.4,09:00:00,2004-12-26
12/26/2004 10:00:00,1.1,10.6,10:00:00,2004-12-26
12/26/2004 11:00:00,1,11.5,11:00:00,2004-12-26
12/26/2004 12:00:00,1.6,12.8,12:00:00,2004-12-26
12/26/2004 13:00:00,1.8,13.9,13:00:00,2004-12-26
12/26/2004 14:00:00,1,14.9,14:00:00,2004-12-26
12/26/2004 15:00:00,0.8,14.8,15:00:00,2004-12-26
12/26/2004 16:00:00,1.4,13.6,16:00:00,2004-12-26
12/26/2004 17:00:00,2.1,13.6,17:00:00,2004-12-26
12/26/2004 18:00:00,2.3,13.5,18:00:00,2004-12-26
12/26/2004 19:00:00,3.5,12.3,19:00:00,2004-12-26
12/26/2004 20:00:00,3.8,11.7,20:00:00,2004-12-26
12/26/2004 21:00:00,2.4,11.8,21:00:00,2004-12-26
12/26/2004 22:00:00,1,11.8,22:00:00,2004-12-26
12/26/2004 23:00:00,1.3,12,23:00:00,2004-12-26
12/27/2004 00:00:00,2.3,11.2,00:00:00,2004-12-27
12/27/2004 01:00:00,1.5,11.5,01:00:00,2004-12-27
12/27/2004 02:00:00,1.1,11.6,02:00:00,2004-12-27
12/27/2004 03:00:00,0.6,11.5,03:00:00,2004-12-27
12/27/2004 04:00:00,0.7,11.7,04:00:00,2004-12-27
12/27/2004 05:00:00,0.4,11.9,05:00:00,2004-12-27
12/27/2004 06:00:00,0.5,12.5,06:00:00,2004-12-27
12/27/2004 07:00:00,0.8,12.3,07:00:00,2004-12-27
12/27/2004 08:00:00,1.9,11.5,08:00:00,2004-12-27
12/27/2004 09:00:00,2.3,12.5,09:00:00,2004-12-27
12/27/2004 10:00:00,1.9,12.9,10:00:00,2004-12-27
12/27/2004 11:00:00,1.6,13.5,11:00:00,2004-12-27
12/27/2004 12:00:00,1.4,13.4,12:00:00,2004-12-27
12/27/2004 13:00:00,1.5,14.4,13:00:00,2004-12-27
12/27/2004 14:00:00,1.4,15,14:00:00,2004-12-27
12/27/2004 15:00:00,2,12.4,15:00:00,2004-12-27
12/27/2004 16:00:00,2.5,12.8,16:00:00,2004-12-27
12/27/2004 17:00:00,2.2,13.3,17:00:00,2004-12-27
12/27/2004 18:00:00,2,13.4,18:00:00,2004-12-27
12/27/2004 19:00:00,2.1,13.3,19:00:00,2004-12-27
12/27/2004 20:00:00,2.1,12.9,20:00:00,2004-12-27
12/27/2004 21:00:00,2.1,12.4,21:00:00,2004-12-27
12/27/2004 22:00:00,1.6,12.1,22:00:00,2004-12-27
12/27/2004 23:00:00,1.1,11.3,23:00:00,2004-12-27
12/28/2004 00:00:00,1.2,11,00:00:00,2004-12-28
12/28/2004 01:00:00,-200,11.1,01:00:00,2004-12-28
12/28/2004 02:00:00,-200,10.2,02:00:00,2004-12-28
12/28/2004 03:00:00,-200,9.5,03:00:00,2004-12-28
12/28/2004 04:00:00,-200,9.8,04:00:00,2004-12-28
12/28/2004 05:00:00,-200,10.7,05:00:00,2004-12-28
12/28/2004 06:00:00,-200,10.4,06:00:00,2004-12-28
12/28/2004 07:00:00,-200,9.7,07:00:00,2004-12-28
12/28/2004 08:00:00,-200,9.3,08:00:00,2004-12-28
12/28/2004 09:00:00,-200,9.1,09:00:00,2004-12-28
12/28/2004 10:00:00,-200,10.6,10:00:00,2004-12-28
12/28/2004 11:00:00,-200,12.7,11:00:00,2004-12-28
12/28/2004 12:00:00,-200,13,12:00:00,2004-12-28
12/28/2004 13:00:00,-200,13.9,13:00:00,2004-12-28
12/28/2004 14:00:00,-200,14.4,14:00:00,2004-12-28
12/28/2004 15:00:00,-200,14.3,15:00:00,2004-12-28
12/28/2004 16:00:00,-200,13.6,16:00:00,2004-12-28
12/28/2004 17:00:00,-200,13.1,17:00:00,2004-12-28
12/28/2004 18:00:00,-200,12.4,18:00:00,2004-12-28
12/28/2004 19:00:00,-200,12.1,19:00:00,2004-12-28
12/28/2004 20:00:00,-200,12,20:00:00,2004-12-28
12/28/2004 21:00:00,-200,11,21:00:00,2004-12-28
12/28/2004 22:00:00,-200,9.6,22:00:00,2004-12-28
12/28/2004 23:00:00,-200,8.6,23:00:00,2004-12-28
12/29/2004 00:00:00,-200,8.7,00:00:00,2004-12-29
12/29/2004 01:00:00,-200,8.8,01:00:00,2004-12-29
12/29/2004 02:00:00,-200,8.9,02:00:00,2004-12-29
12/29/2004 03:00:00,-200,9,03:00:00,2004-12-29
12/29/2004 04:00:00,-200,9,04:00:00,2004-12-29
12/29/2004 05:00:00,-200,9.1,05:00:00,2004-12-29
12/29/2004 06:00:00,-200,9.4,06:00:00,2004-12-29
12/29/2004 07:00:00,-200,10.1,07:00:00,2004-12-29
12/29/2004 08:00:00,-200,10.1,08:00:00,2004-12-29
12/29/2004 09:00:00,-200,9.3,09:00:00,2004-12-29
12/29/2004 10:00:00,-200,9.9,10:00:00,2004-12-29
12/29/2004 11:00:00,-200,10.6,11:00:00,2004-12-29
12/29/2004 12:00:00,-200,11.1,12:00:00,2004-12-29
12/29/2004 13:00:00,-200,12,13:00:00,2004-12-29
12/29/2004 14:00:00,-200,11.6,14:00:00,2004-12-29
12/29/2004 15:00:00,-200,12,15:00:00,2004-12-29
12/29/2004 16:00:00,-200,11.8,16:00:00,2004-12-29
12/29/2004 17:00:00,-200,11.3,17:00:00,2004-12-29
12/29/2004 18:00:00,-200,11.3,18:00:00,2004-12-29
12/29/2004 19:00:00,-200,11.2,19:00:00,2004-12-29
12/29/2004 20:00:00,-200,10.8,20:00:00,2004-12-29
12/29/2004 21:00:00,-200,10.7,21:00:00,2004-12-29
12/29/2004 22:00:00,-200,10.5,22:00:00,2004-12-29
12/29/2004 23:00:00,-200,10.2,23:00:00,2004-12-29
12/30/2004 00:00:00,-200,9.7,00:00:00,2004-12-30
12/30/2004 01:00:00,-200,9.8,01:00:00,2004-12-30
12/30/2004 02:00:00,-200,9.4,02:00:00,2004-12-30
12/30/2004 03:00:00,-200,9.3,03:00:00,2004-12-30
12/30/2004 04:00:00,-200,8.8,04:00:00,2004-12-30
12/30/2004 05:00:00,-200,8.7,05:00:00,2004-12-30
12/30/2004 06:00:00,-200,8.5,06:00:00,2004-12-30
12/30/2004 07:00:00,-200,8.7,07:00:00,2004-12-30
12/30/2004 08:00:00,-200,8.5,08:00:00,2004-12-30
12/30/2004 09:00:00,-200,8.8,09:00:00,2004-12-30
12/30/2004 10:00:00,-200,10.8,10:00:00,2004-12-30
12/30/2004 11:00:00,-200,11.7,11:00:00,2004-12-30
12/30/2004 12:00:00,-200,12.6,12:00:00,2004-12-30
12/30/2004 13:00:00,-200,12.5,13:00:00,2004-12-30
12/30/2004 14:00:00,-200,11.4,14:00:00,2004-12-30
12/30/2004 15:00:00,-200,12.1,15:00:00,2004-12-30
